id,instant,player_pseudo,turn_id,move,accuracy,points
1133,2024-09-27 08:05:02.819126+00,Ptolemy Énigmatique,6152,d2d4,1,160
1134,2024-09-27 08:05:48.947496+00,Elowen Intraitable,6153,e7e5,0.9696693,223
1135,2024-09-27 08:05:55.729689+00,Amara Calculatrice,6153,e7e5,0.9696693,156
1136,2024-09-27 08:05:56.951389+00,Valentin Nocturne,6153,e7e5,0.9696693,116
1137,2024-09-27 08:06:09.113764+00,Ambrose Sardonique,6153,e7e5,0.9696693,88
1138,2024-09-27 08:06:41.456548+00,Persephone Inquiétante,6153,d7d5,0.91232675,210
1139,2024-09-27 08:07:44.568163+00,Pandora Monstrueuse,6153,c7c5,1,239
1140,2024-09-27 08:08:16.338443+00,Nathaniel Acharné,6153,d7d5,0.91232675,155
1141,2024-09-27 08:08:25.783097+00,Calypso Nébuleuse,6153,b7b5,0.5937606,142
1142,2024-09-27 08:08:41.154023+00,Calypso Nébuleuse,6153,b7b5,0.5937606,142
1143,2024-09-27 08:08:45.427037+00,Calypso Nébuleuse,6153,b7b5,0.5937606,142
1144,2024-09-27 08:08:51.388976+00,Calypso Nébuleuse,6153,b7b5,0.5937606,142
1145,2024-09-27 08:10:34.22967+00,Calypso Nébuleuse,6153,h7h5,0.7146871,171
1146,2024-09-27 08:10:35.765615+00,Calypso Nébuleuse,6153,b7b5,0.5937606,142
1147,2024-09-27 08:10:42.669578+00,Calypso Nébuleuse,6153,b8a6,0.7583579,181
1148,2024-09-27 08:13:15.399215+00,Endora Orpheline,6154,g1f3,0.9657186,231
1149,2024-09-27 08:13:26.774472+00,Ludovic Instable,6154,g1f3,0.9657186,164
1150,2024-09-27 08:13:27.225539+00,Lucius Orphelin,6154,g1f3,0.9657186,125
1151,2024-09-27 08:13:33.318606+00,Lysander Insidieux,6154,f1c4,0.8435221,202
1152,2024-09-27 08:14:19.378771+00,Delphinia Anxieuse,6154,c2c3,0.7364483,183
1153,2024-09-27 08:14:30.420683+00,Valerian Prédateur,6154,f1c4,0.8435221,151
1154,2024-09-27 08:15:12.593328+00,Valencia Anxieuse,6154,b1c3,0.8971232,222
1155,2024-09-27 08:17:04.841898+00,Ptolemy Énigmatique,6154,f1c4,0.8435221,116
1156,2024-09-27 08:17:12.105593+00,Bram Dominateur,6154,b2b3,0.6251662,155
1157,2024-09-27 08:19:32.729768+00,Montague Dévoué,6154,g1f3,0.9657186,106
1158,2024-09-27 08:20:50.764573+00,Ambrose Sardonique,6155,d7d6,0.94242823,234
1159,2024-09-27 08:20:51.97524+00,Valentin Nocturne,6155,b8c6,0.95012504,236
1160,2024-09-27 08:20:58.305132+00,Persephone Inquiétante,6155,b8c6,0.95012504,170
1161,2024-09-27 08:20:59.455083+00,Amara Calculatrice,6155,g8f6,0.9736162,241
1162,2024-09-27 08:21:06.80701+00,Elowen Intraitable,6155,d7d6,0.94242823,168
1163,2024-09-27 08:21:19.497866+00,Nathaniel Acharné,6155,b8c6,0.95012504,131
1164,2024-09-27 08:21:20.960977+00,Pandora Monstrueuse,6155,b8c6,0.95012504,104
1165,2024-09-27 08:22:18.312704+00,Undine Combative,6155,b8c6,0.95012504,83
1166,2024-09-27 08:24:27.606098+00,Calypso Nébuleuse,6155,g7g5,0.5007654,124
1167,2024-09-27 08:25:18.73885+00,Calypso Nébuleuse,6155,g8h6,0.57808053,143
1168,2024-09-27 08:25:31.379917+00,Calypso Nébuleuse,6155,f7f6,0.7145599,177
1169,2024-09-27 08:29:02.144019+00,Ludovic Instable,6156,f1b5,0.93471813,232
1170,2024-09-27 08:29:31.763431+00,Valencia Anxieuse,6156,b1c3,0.8682382,215
1171,2024-09-27 08:30:35.120487+00,Lucius Orphelin,6156,d2d3,0.8298583,206
1172,2024-09-27 08:30:52.107344+00,Montague Dévoué,6156,d2d3,0.8298583,148
1173,2024-09-27 08:31:45.247526+00,Valerian Prédateur,6156,f1c4,0.93471813,232
1174,2024-09-27 08:32:35.798311+00,Lysander Insidieux,6156,f1c4,0.93471813,167
1175,2024-09-27 08:33:22.263931+00,Ptolemy Énigmatique,6156,d2d4,0.87539744,217
1176,2024-09-27 08:35:54.788554+00,Elowen Intraitable,6157,g8f6,0.97358185,241
1177,2024-09-27 08:36:16.194635+00,Nathaniel Acharné,6157,g8h6,0.75485253,187
1178,2024-09-27 08:36:29.735924+00,Valentin Nocturne,6157,f8c5,0.9462032,235
1179,2024-09-27 08:36:32.308291+00,Ambrose Sardonique,6157,g8f6,0.97358185,174
1180,2024-09-27 08:37:30.983234+00,Persephone Inquiétante,6157,f8c5,0.9462032,169
1181,2024-09-27 08:39:01.432581+00,Calypso Nébuleuse,6157,g8h6,0.75485253,135
1182,2024-09-27 08:40:16.535223+00,Amara Calculatrice,6157,b7b6,0.6838136,169
1183,2024-09-27 08:41:40.663502+00,Undine Combative,6157,g8f6,0.97358185,134
1184,2024-09-27 08:43:02.155136+00,Pandora Monstrueuse,6157,g8f6,0.97358185,106
1185,2024-09-27 08:43:35.727107+00,Montague Dévoué,6158,d2d3,0.92313576,236
1186,2024-09-27 08:43:42.839985+00,Octavia Toxique,6158,b2b3,0.54750544,140
1187,2024-09-27 08:43:47.66679+00,Octavia Toxique,6158,b2b3,0.54750544,140
1188,2024-09-27 08:43:48.266936+00,Lucius Orphelin,6158,f3g5,0.90069723,231
1189,2024-09-27 08:43:58.606019+00,Lysander Insidieux,6158,b1a3,0.4516553,115
1190,2024-09-27 08:44:23.673173+00,Bram Dominateur,6158,a2a3,0.6128218,157
1191,2024-09-27 08:44:30.246141+00,Bram Dominateur,6158,d2d3,0.92313576,172
1192,2024-09-27 08:44:38.381523+00,Ludovic Instable,6158,b1c3,0.8028005,205
1193,2024-09-27 08:45:18.522256+00,Valencia Anxieuse,6158,b1a3,0.4516553,84
1194,2024-09-27 08:45:38.936351+00,Valerian Prédateur,6158,d2d3,0.92313576,135
1195,2024-09-27 08:46:25.593305+00,Endora Orpheline,6158,d2d4,0.82964826,212
1196,2024-09-27 08:47:49.47236+00,Delphinia Anxieuse,6158,f3e5,0.2743323,70
1197,2024-09-27 08:50:50.090724+00,Ambrose Sardonique,6159,c6a5,0.8104762,201
1198,2024-09-27 08:50:53.480147+00,Valentin Nocturne,6159,f8c5,1,248
1199,2024-09-27 08:51:20.836898+00,Valentin Nocturne,6159,d8e7,0.7942526,197
1200,2024-09-27 08:51:22.714632+00,Elowen Intraitable,6159,c6b4,0.64805496,161
1201,2024-09-27 08:52:06.665299+00,Nathaniel Acharné,6159,f8b4,0.847451,210
1202,2024-09-27 08:52:40.286214+00,Calypso Nébuleuse,6159,c6b4,0.64805496,116
1203,2024-09-27 08:52:42.454437+00,Nathaniel Acharné,6159,c6d4,0.7098092,176
1204,2024-09-27 08:52:47.358088+00,Nathaniel Acharné,6159,f8b4,0.847451,210
1205,2024-09-27 08:53:02.593367+00,Persephone Inquiétante,6159,f8c5,1,248
1206,2024-09-27 08:53:09.275339+00,Pandora Monstrueuse,6159,d7d5,0.88263875,219
1207,2024-09-27 08:53:26.98715+00,Pandora Monstrueuse,6159,d7d5,0.88263875,219
1208,2024-09-27 08:53:28.39502+00,Pandora Monstrueuse,6159,d7d5,0.88263875,219
1209,2024-09-27 08:54:08.085229+00,Amara Calculatrice,6159,f8c5,1,179
1210,2024-09-27 08:58:06.868882+00,Undine Combative,6159,f8b4,0.847451,151
1211,2024-09-27 08:58:57.883803+00,Delphinia Anxieuse,6160,f3g5,0.6643367,170
1212,2024-09-27 08:59:09.921389+00,Lysander Insidieux,6160,h2h4,0.6615968,169
1213,2024-09-27 08:59:13.379581+00,Lucius Orphelin,6160,c1g5,0.71548355,183
1214,2024-09-27 08:59:35.591789+00,Lucius Orphelin,6160,f3e5,0.98284,252
1215,2024-09-27 08:59:41.565164+00,Endora Orpheline,6160,f3g5,0.6643367,124
1216,2024-09-27 09:00:07.296367+00,Endora Orpheline,6160,e1g1,1,256
1217,2024-09-27 09:00:14.434904+00,Ludovic Instable,6160,e1g1,1,187
1218,2024-09-27 09:00:18.804451+00,Endora Orpheline,6160,a2a3,0.8869492,227
1219,2024-09-27 09:00:28.057838+00,Valerian Prédateur,6160,b1c3,1,256
1220,2024-09-27 09:01:51.807507+00,Ptolemy Énigmatique,6160,f3e5,0.98284,183
1221,2024-09-27 09:02:06.654893+00,Valencia Anxieuse,6160,a2a3,0.8869492,166
1222,2024-09-27 09:03:17.172584+00,Montague Dévoué,6160,c1g5,0.71548355,183
1223,2024-09-27 09:03:19.256724+00,Ludovic Instable,6160,e1g1,1,256
1224,2024-09-27 09:04:32.165566+00,Bram Dominateur,6160,g2g3,0.5698189,146
1225,2024-09-27 09:04:46.209366+00,Bram Dominateur,6160,b2b3,0.71548355,183
1226,2024-09-27 09:04:53.976607+00,Lucius Orphelin,6160,f3e5,0.98284,183
1227,2024-09-27 09:05:42.562915+00,Elowen Intraitable,6161,f8c5,0.41668355,103
1228,2024-09-27 09:05:57.636828+00,Amara Calculatrice,6161,h7h6,0.3091051,76
1229,2024-09-27 09:06:07.204279+00,Ambrose Sardonique,6161,d7d6,0.35318473,87
1230,2024-09-27 09:06:22.869539+00,Valentin Nocturne,6161,d7d6,0.35318473,63
1231,2024-09-27 09:06:32.336713+00,Calypso Nébuleuse,6161,g7g6,0.32108304,79
1232,2024-09-27 09:06:45.061515+00,Valentin Nocturne,6161,d8e7,0.7231934,179
1233,2024-09-27 09:07:21.256831+00,Nathaniel Acharné,6161,d8e7,0.7231934,135
1234,2024-09-27 09:07:26.847005+00,Pandora Monstrueuse,6161,d7d5,0.84675545,217
1235,2024-09-27 09:07:48.180555+00,Ysabeau Toxique,6161,c7c6,0.4536357,116
1236,2024-09-27 09:07:54.238621+00,Ysabeau Toxique,6161,c7c6,0.4536357,116
1237,2024-09-27 09:08:00.568029+00,Persephone Inquiétante,6161,f8c5,0.41668355,77
1238,2024-09-27 09:09:21.534281+00,Nathaniel Acharné,6161,d7d5,0.84675545,158
1239,2024-09-27 09:13:39.20644+00,Valencia Anxieuse,6162,a2a3,0.870235,223
1240,2024-09-27 09:13:44.996533+00,Montague Dévoué,6162,e4d5,0.94722205,242
1241,2024-09-27 09:13:59.268673+00,Lucius Orphelin,6162,e4d5,0.94722205,177
1242,2024-09-27 09:14:02.554271+00,Ludovic Instable,6162,e4d5,0.94722205,138
1243,2024-09-27 09:14:08.638717+00,Endora Orpheline,6162,c4b3,0.7917837,203
1244,2024-09-27 09:15:13.474364+00,Lucius Orphelin,6162,c4b5,0.4696236,120
1245,2024-09-27 09:15:24.273261+00,Bram Dominateur,6162,e4d5,0.94722205,145
1246,2024-09-27 09:15:33.559002+00,Lucius Orphelin,6162,e4d5,0.94722205,118
1247,2024-09-27 09:15:34.844331+00,Delphinia Anxieuse,6162,a2a3,0.870235,169
1248,2024-09-27 09:16:51.53062+00,Ptolemy Énigmatique,6162,a2a3,0.870235,134
1249,2024-09-27 09:17:05.742606+00,Isadora Rancunière,6162,b1c3,0.22096197,58
1250,2024-09-27 09:17:17.143755+00,Isadora Rancunière,6162,e1g1,0.21276747,56
1251,2024-09-27 09:18:56.746933+00,Valerian Prédateur,6162,e4d5,0.94722205,97
1252,2024-09-27 09:21:05.743346+00,Valentin Nocturne,6163,f6d5,0.621819,164
1253,2024-09-27 09:21:05.831782+00,Elowen Intraitable,6163,f8c5,0.8450252,223
1254,2024-09-27 09:21:28.223135+00,Nathaniel Acharné,6163,b4d5,0.95793676,252
1255,2024-09-27 09:21:47.249831+00,Persephone Inquiétante,6163,b4d5,0.95793676,186
1256,2024-09-27 09:22:09.631871+00,Ambrose Sardonique,6163,b7b5,0.36444938,96
1257,2024-09-27 09:22:24.807074+00,Ysabeau Toxique,6163,f6g4,0.330258,87
1258,2024-09-27 09:23:16.952653+00,Ambrose Sardonique,6163,f8d6,0.9296999,245
1259,2024-09-27 09:23:21.294411+00,Calypso Nébuleuse,6163,a7a5,0.5386673,142
1260,2024-09-27 09:28:42.385691+00,Lysander Insidieux,6164,f2f4,0.85300845,225
1261,2024-09-27 09:28:46.364978+00,Valencia Anxieuse,6164,d3d4,0.9008419,237
1262,2024-09-27 09:28:51.512729+00,Montague Dévoué,6164,e1g1,1,270
1263,2024-09-27 09:28:52.268977+00,Lysander Insidieux,6164,a2a4,0.8039676,217
1264,2024-09-27 09:29:06.940267+00,Morwenna Calculatrice,6164,c4d5,0.79127586,214
1265,2024-09-27 09:29:10.641881+00,Bram Dominateur,6164,c4d5,0.79127586,159
1266,2024-09-27 09:29:11.718938+00,Ludovic Instable,6164,e1g1,1,201
1267,2024-09-27 09:29:33.308813+00,Bram Dominateur,6164,d3d4,0.9008419,181
1268,2024-09-27 09:30:35.942019+00,Lucius Orphelin,6164,e1g1,1,160
1269,2024-09-27 09:30:37.371073+00,Lucius Orphelin,6164,h1f1,0.41907653,113
1270,2024-09-27 09:30:53.527255+00,Lucius Orphelin,6164,e1g1,1,160
1271,2024-09-27 09:30:57.26038+00,Valerian Prédateur,6164,b1c3,0.9652546,261
1272,2024-09-27 09:30:57.973678+00,Lucius Orphelin,6164,h1f1,0.41907653,113
1273,2024-09-27 09:30:58.793401+00,Delphinia Anxieuse,6164,e1g1,1,160
1274,2024-09-27 09:31:00.183366+00,Lucius Orphelin,6164,e1g1,1,132
1275,2024-09-27 09:31:48.909808+00,Isadora Rancunière,6164,g2g4,0.4613505,124
1276,2024-09-27 09:33:22.333705+00,Isadora Rancunière,6164,e1g1,1,109
1277,2024-09-27 09:34:16.867481+00,Endora Orpheline,6164,c4b3,0.8835302,239
1278,2024-09-27 09:34:25.902909+00,Endora Orpheline,6164,e1g1,1,91
1279,2024-09-27 09:34:30.637815+00,Endora Orpheline,6164,c1g5,1,270
1280,2024-09-27 09:34:36.565206+00,Endora Orpheline,6164,e1g1,1,91
1281,2024-09-27 09:35:42.291948+00,Elowen Intraitable,6165,f8c5,0.84820837,229
1282,2024-09-27 09:35:46.239174+00,Elowen Intraitable,6165,f8c5,0.84820837,229
1283,2024-09-27 09:36:12.302575+00,Valentin Nocturne,6165,c8g4,0.30380154,82
1284,2024-09-27 09:37:23.977415+00,Ambrose Sardonique,6165,d5f4,0.2845124,77
1285,2024-09-27 09:37:31.650208+00,Amara Calculatrice,6165,h7h6,0.87577504,237
1286,2024-09-27 09:39:01.953193+00,Undine Combative,6165,d8d6,0.7723476,209
1287,2024-09-27 09:39:29.818952+00,Undine Combative,6165,f8c5,0.84820837,170
1288,2024-09-27 09:39:35.273319+00,Nathaniel Acharné,6165,c7c6,0.94147897,254
1289,2024-09-27 09:39:41.674792+00,Calypso Nébuleuse,6165,b7b5,0.35066256,94
1290,2024-09-27 09:39:45.695034+00,Calypso Nébuleuse,6165,b7b6,0.38937512,105
1291,2024-09-27 09:39:53.608056+00,Ambrose Sardonique,6165,c7c6,0.94147897,189
1292,2024-09-27 09:43:30.975246+00,Bram Dominateur,6166,b1c3,0.8530084,230
1293,2024-09-27 09:43:34.516343+00,Lucius Orphelin,6166,f1e1,0.98075724,265
1294,2024-09-27 09:43:34.674841+00,Bram Dominateur,6166,b1d2,0.910154,246
1295,2024-09-27 09:43:39.770602+00,Valencia Anxieuse,6166,b1c3,0.8530084,230
1296,2024-09-27 09:43:40.076058+00,Lysander Insidieux,6166,c1g5,0.9379621,254
1297,2024-09-27 09:43:42.167211+00,Isadora Rancunière,6166,c1g5,0.9379621,188
1298,2024-09-27 09:44:31.997204+00,Delphinia Anxieuse,6166,f1e1,0.98075724,197
1299,2024-09-27 09:45:25.355672+00,Ludovic Instable,6166,c1g5,0.9379621,150
1300,2024-09-27 09:45:34.161098+00,Endora Orpheline,6166,f1e1,0.98075724,157
1301,2024-09-27 09:46:38.596045+00,Ignatius Perdu,6166,c4d5,0.87287325,242
1302,2024-09-27 09:48:05.457934+00,Montague Dévoué,6166,f1e1,0.98075724,135
1303,2024-09-27 09:50:43.573752+00,Elowen Intraitable,6167,f8c5,0.349431,96
1304,2024-09-27 09:51:07.587462+00,Ambrose Sardonique,6167,f8c5,0.349431,72
1305,2024-09-27 09:51:26.474972+00,Valentin Nocturne,6167,f8d6,0.3400598,94
1306,2024-09-27 09:52:16.660684+00,Amara Calculatrice,6167,c8e6,0.99159205,274
1307,2024-09-27 09:52:16.856805+00,Valentin Nocturne,6167,f8e7,0.9189203,254
1308,2024-09-27 09:52:39.566231+00,Ambrose Sardonique,6167,d8d6,0.41117528,114
1309,2024-09-27 09:52:42.621392+00,Nathaniel Acharné,6167,f8b4,0.33486626,92
1310,2024-09-27 09:53:06.024281+00,Calypso Nébuleuse,6167,c8g4,0.31001446,85
1311,2024-09-27 09:53:07.164222+00,Nathaniel Acharné,6167,d8a5,0.33900276,93
1312,2024-09-27 09:53:08.895537+00,Ambrose Sardonique,6167,f8b4,0.33486626,92
1313,2024-09-27 09:53:14.283026+00,Nathaniel Acharné,6167,d8b6,0.35409093,98
1314,2024-09-27 09:53:43.675592+00,Nathaniel Acharné,6167,d8d6,0.41117528,114
1315,2024-09-27 09:54:41.171536+00,Ambrose Sardonique,6167,d8d6,0.41117528,85
1316,2024-09-27 09:55:00.26243+00,Valentin Nocturne,6167,d8e7,0.44451067,123
1317,2024-09-27 09:55:12.082492+00,Ambrose Sardonique,6167,d8b6,0.35409093,98
1318,2024-09-27 09:56:27.280416+00,Valentin Nocturne,6167,f6e4,0.31368786,86
1319,2024-09-27 09:57:34.559166+00,Valentin Nocturne,6167,f8e7,0.9189203,254
1320,2024-09-27 09:57:52.845491+00,Valentin Nocturne,6167,d8e7,0.44451067,123
1321,2024-09-27 09:58:14.505322+00,Valencia Anxieuse,6168,e5c6,0.39047632,108
1322,2024-09-27 09:58:41.583987+00,Endora Orpheline,6168,e5g6,0.64979035,180
1323,2024-09-27 09:58:59.424811+00,Montague Dévoué,6168,e5c6,0.39047632,81
1324,2024-09-27 09:59:27.633662+00,Endora Orpheline,6168,e5c6,0.39047632,65
1325,2024-09-27 09:59:50.004449+00,Endora Orpheline,6168,e5g6,0.64979035,180
1326,2024-09-27 10:00:05.09419+00,Lucius Orphelin,6168,e5c6,0.39047632,65
1327,2024-09-27 10:00:24.931248+00,Ludovic Instable,6168,c1e3,0.3568114,98
1328,2024-09-27 10:01:18.220561+00,Delphinia Anxieuse,6168,e5c6,0.39047632,54
1329,2024-09-27 10:01:22.408712+00,Lucius Orphelin,6168,c1e3,0.3568114,74
1330,2024-09-27 10:01:47.186378+00,Lucius Orphelin,6168,d1f3,0.34868997,96
1331,2024-09-27 10:05:48.632651+00,Valentin Nocturne,6169,e8d7,0.37982753,105
1332,2024-09-27 10:05:57.086935+00,Valentin Nocturne,6169,d5e7,0.49298316,136
1333,2024-09-27 10:06:03.93078+00,Elowen Intraitable,6169,e8d7,0.37982753,105
1334,2024-09-27 10:06:13.799186+00,Nathaniel Acharné,6169,c8e6,0.84131324,233
1335,2024-09-27 10:06:38.37431+00,Amara Calculatrice,6169,e8d7,0.37982753,81
1336,2024-09-27 10:08:11.205349+00,Pandora Monstrueuse,6169,c8e6,0.84131324,184
1337,2024-09-27 10:14:19.007876+00,Ptolemy Énigmatique,6170,c6e5,0.9183775,265
1338,2024-09-27 10:15:03.34465+00,Bram Dominateur,6170,b1d2,0.20003259,57
1339,2024-09-27 10:15:40.671278+00,Valerian Prédateur,6170,c6e5,0.9183775,201
1340,2024-09-27 10:18:05.269877+00,Yorick Monstrueux,6170,c6d4,0.3111244,91
1341,2024-09-27 10:19:22.030584+00,Lucius Orphelin,6170,c6e5,0.9183775,169
1342,2024-09-27 10:19:32.718305+00,Delphinia Anxieuse,6170,c6d4,0.3111244,70
1343,2024-09-27 10:19:35.978365+00,Montague Dévoué,6170,c6e5,0.9183775,143
1344,2024-09-27 10:19:50.138122+00,Ludovic Instable,6170,c6e5,0.9183775,122
1345,2024-09-27 10:21:27.078402+00,Valentin Nocturne,6171,d7d6,0.8011696,231
1346,2024-09-27 10:22:11.474507+00,Nathaniel Acharné,6171,d7e8,0.8737779,252
1347,2024-09-27 10:22:19.843575+00,Pandora Monstrueuse,6171,d7c7,0.93877256,271
1348,2024-09-27 10:22:29.783346+00,Amara Calculatrice,6171,d7d6,0.8011696,176
1349,2024-09-27 10:23:25.814882+00,Calypso Nébuleuse,6171,d7e6,0.7067573,208
1350,2024-09-27 10:24:29.80189+00,Persephone Inquiétante,6171,d7d8,0.80853146,238
1351,2024-09-27 10:28:24.109915+00,Lucius Orphelin,6172,e5f7,1,294
1352,2024-09-27 10:28:26.38431+00,Endora Orpheline,6172,e5f7,1,230
1353,2024-09-27 10:28:29.200922+00,Ludovic Instable,6172,e5f7,1,189
1354,2024-09-27 10:29:28.35475+00,Montague Dévoué,6172,e5f7,1,160
1355,2024-09-27 10:29:58.353191+00,Valerian Prédateur,6172,b1c3,0.99969643,299
1356,2024-09-27 10:30:02.986596+00,Valerian Prédateur,6172,g2g3,0.8256529,247
1357,2024-09-27 10:30:04.273436+00,Yorick Monstrueux,6172,d1h5,0.06488884,19
1358,2024-09-27 10:30:05.417945+00,Valerian Prédateur,6172,b1c3,0.99969643,299
1359,2024-09-27 10:33:11.724922+00,Lucius Orphelin,6172,e5f7,1,165
1360,2024-09-27 10:33:18.931721+00,Delphinia Anxieuse,6172,e5f7,1,143
1361,2024-09-27 10:35:26.704452+00,Lucius Orphelin,6172,e5f7,1,143
1362,2024-09-27 10:35:41.013775+00,Ignatius Perdu,6172,c4d5,1,304
1363,2024-09-27 10:36:17.910934+00,Valentin Nocturne,6173,d6c5,0.8778404,267
1364,2024-09-27 10:38:00.500791+00,Zorina Nébuleuse,6173,d6d7,0.9817675,298
1365,2024-09-27 10:38:27.230046+00,Nathaniel Acharné,6173,d6c7,1,304
1366,2024-09-27 10:39:30.298244+00,Valentin Nocturne,6173,d6c7,1,235
1367,2024-09-27 10:39:35.905945+00,Amara Calculatrice,6173,d6c6,0.90089715,274
1368,2024-09-27 10:40:19.927932+00,Amara Calculatrice,6173,d6c7,1,194
1369,2024-09-27 10:43:25.147457+00,Lucius Orphelin,6174,f7h8,0.84904975,258
1370,2024-09-27 10:43:26.226677+00,Endora Orpheline,6174,f7h8,0.84904975,199
1371,2024-09-27 10:43:36.421483+00,Ludovic Instable,6174,f7h8,0.84904975,165
1372,2024-09-27 10:43:49.623606+00,Valerian Prédateur,6174,f7h8,0.84904975,140
1373,2024-09-27 10:44:30.786322+00,Yorick Monstrueux,6174,e1e3,0.6478194,197
1374,2024-09-27 10:44:34.663217+00,Montague Dévoué,6174,f7h8,0.84904975,121
1375,2024-09-27 10:45:15.566937+00,Delphinia Anxieuse,6174,c1e3,0.58530635,178
1376,2024-09-27 10:50:57.204325+00,Nathaniel Acharné,6175,c8g4,0.9598766,292
1377,2024-09-27 10:53:56.223249+00,Pandora Monstrueuse,6175,f6g4,1,304
1378,2024-09-27 10:54:22.416475+00,Valentin Nocturne,6175,c8e6,0.917735,279
1379,2024-09-27 10:54:55.740518+00,Amara Calculatrice,6175,c8g4,0.9598766,225
1380,2024-09-27 10:58:34.350175+00,Endora Orpheline,6176,d1d2,1,309
1381,2024-09-27 10:58:53.120498+00,Montague Dévoué,6176,e1e2,0.6951998,214
1382,2024-09-27 10:58:53.6182+00,Lucius Orphelin,6176,h2h3,0.13643132,42
1383,2024-09-27 10:59:01.948571+00,Ludovic Instable,6176,d1d2,1,239
1384,2024-09-27 10:59:34.21835+00,Yorick Monstrueux,6176,e1e2,0.6951998,166
1385,2024-09-27 10:59:48.931106+00,Lucius Orphelin,6176,d1d2,1,199
1386,2024-09-27 11:00:05.897616+00,Yorick Monstrueux,6176,h2h3,0.13643132,42
1387,2024-09-27 11:00:41.316189+00,Lucius Orphelin,6176,e1e2,0.6951998,166
1388,2024-09-27 11:04:26.271105+00,Lucius Orphelin,6176,d1d2,1,199
1389,2024-09-27 11:05:21.611188+00,Ludovic Instable,6176,e1e2,0.6951998,166
1390,2024-09-27 11:06:15.758669+00,Nathaniel Acharné,6177,f8b4,0.97650295,297
1391,2024-09-27 11:06:34.490427+00,Valentin Nocturne,6177,f8b4,0.97650295,229
1392,2024-09-27 11:07:09.904224+00,Amara Calculatrice,6177,f8b4,0.97650295,190
1393,2024-09-27 11:07:14.002883+00,Nathaniel Acharné,6177,f8c5,0.964816,293
1394,2024-09-27 11:07:33.435107+00,Nathaniel Acharné,6177,f8b4,0.97650295,190
1395,2024-09-27 11:09:13.799856+00,Valentin Nocturne,6177,h7h6,0.88780093,270
1396,2024-09-27 11:09:28.652177+00,Valentin Nocturne,6177,f8b4,0.97650295,190
1397,2024-09-27 11:09:42.509646+00,Pandora Monstrueuse,6177,f8c5,0.964816,293
1398,2024-09-27 11:11:31.587337+00,Valentin Nocturne,6177,g7g6,0.85461044,260
1399,2024-09-27 11:13:19.636417+00,Endora Orpheline,6178,b1c3,1,309
1400,2024-09-27 11:13:29.626887+00,Valerian Prédateur,6178,c2c3,1,309
1401,2024-09-27 11:13:32.426561+00,Lucius Orphelin,6178,c2c3,1,239
1402,2024-09-27 11:13:45.530117+00,Ludovic Instable,6178,c2c3,1,199
